Basin Name,Polygon,Split Poly,Basin UBI,Longitude,Latitude,Basin Type,Salt,Volcanics,Region,Countries,Setting,Geo Period,Geo Age,Age Old,Age Young,Max Sed St,Mean Sed S,Med Sed St,Mean Sed L,Med Sed La,Max Sed La,Poly Area,Moho Mean,Moho Med k,Moho Max k,Moho Min k,Perm Salt,Tri Salt,Jur Salt,Cret Salt,Salt Fm(s),Salt Per.,Salt Ages,Evap Numb
Balearic,58.00000,No,"57",1.828540000000000,39.833790000000000,Passive Margin,Bedded,Extrusive,Europe,Spain,On-Offshore,Triassic,Induan,252.17,0.00,5.391015000000000,2.219640336591186,2.065203000000000,2.833333321412404,3.000000000000000,4.500000000000000,"178409",-22.380666478474936,-21.670000076293945,-17.129999160766602,-29.139999389648438,None,Bedded,None,None,"Carnian-Norian; Aquitanian","Tri., Mio.","Carnian-Norian; Aquitanian","2"
Baltimore Canyon,61.00000,No,"60",-74.127240000000000,37.903700000000001,Passive Margin,Mobile,Intrusive,North America,USA,On-Offshore,Triassic,Carnian,237.00,0.00,15.102000000000000,6.161813278640778,6.542000000000000,5.520370348736092,6.099999904632568,12.500000000000000,"327582",-25.225926046018248,-27.709999084472656,-15.859999656677246,-34.450000762939453,None,Mobile,None,None,Carnian-Rhaetian,Triassic,Carnian-Rhaetian,"1"
Banks,64.00000,No,"63",-123.619619999999998,73.775700000000001,Passive Margin,Unknown,Unknown,North America,Canada,On-Offshore,Devonian,Lochkovian,419.20,0.00,12.456610000000001,5.114491001335902,2.625705500000000,4.737222251627180,3.750000000000000,10.300000190734863,"1125579",-34.034111107720271,-33.764999389648438,-20.000000000000000,-45.000000000000000,Unknown,Unknown,Unknown,Unknown,,,,
Barents Platform,66.00000,No,"65",30.971190000000000,77.652169999999998,Passive Margin,Bedded,Extrusive,Europe,"Svalbard, Russia, Norway",On-Offshore,Devonian,Lochkovian,419.20,0.00,12.300000000000001,4.031827905500898,3.847862000000000,3.283629884711364,3.000000000000000,10.000000000000000,"3530069",-28.922597810466943,-32.849998474121094,-11.500000000000000,-38.599998474121094,Bedded,None,None,None,"Falk; Orn","Penn., Perm.","Bashkirian-Gzhelian; Gzhelian-Sakmarian","2"
Beaufort-Mackenzie,71.00000,No,"70",-134.550459999999987,70.149709999999999,Passive Margin,None,None,North America,"Canada, USA",On-Offshore,Proterozoic,Neoproterozoic,1000.00,0.00,18.064540000000001,11.733018870648671,12.536770000000001,8.973958318432175,10.100000381469727,12.750000000000000,"586957",-27.653541723887127,-28.000000000000000,-19.079999923706055,-37.409999847412109,None,None,None,None,,,,"0"
West Barents,735.00000,No,"731",24.000000000000000,73.000000000000000,Passive Margin,Mobile,Unknown,Europe,"Norway, Russia, Svalbard",On-Offshore,Proterozoic,Neoproterozoic,1000.00,0.00,15.955840000000000,7.837807913097632,8.219825999999999,6.013297879949530,6.000000000000000,12.500000000000000,"1139881",-31.235212752159605,-32.084999084472656,-12.329999923706055,-39.310001373291016,Mobile,None,None,None,"Falk; Orn","Penn., Perm.","Bashkirian-Gzhelian; Gzhelian-Sakmarian","2"
Crimea-Karkinit,164.00000,No,"163",31.370600000000000,45.446179999999998,Foreland,Bedded,Extrusive,Europe,"Ukraine, Romania, Moldova",On-Offshore,Proterozoic,Neoproterozoic,1000.00,0.00,8.867247000000001,4.765491865794980,4.526421000000000,3.159999990463257,3.000000000000000,7.000000000000000,"181740",-39.709333546956373,-40.560001373291016,-33.150001525878906,-42.509998321533203,Bedded,Bedded,Bedded,None,"Frasnian-Tournaisian; Sakmarian-Changhsingian; Norian-Rhaetian; Tithonian","Dev., Miss., Perm., Tri., Jur.","Frasnian-Tournaisian; Sakmarian-Changhsingian; Norian-Rhaetian; Tithonian","4"
East Baffin Bay,191.00000,No,"190",-58.680509999999998,72.210830000000001,Passive Margin,None,Extrusive,North America,"Greenland, Canada",On-Offshore,Proterozoic,Neoproterozoic,1000.00,0.00,8.829414000000000,2.990884466773375,3.218241000000000,3.264637679104572,3.799999952316284,5.199999809265138,"868917",-27.405941990838535,-33.000000000000000,-12.000000000000000,-39.000000000000000,None,None,None,None,,,,"0"
East Pontides,202.00000,No,"201",37.211689999999997,41.308140000000002,Fold and Thrust Belt,None,Extrusive,Middle East,Turkey,On-Offshore,Silurian,Sheinwoodian,433.40,0.00,8.536152000000000,5.606545145833334,5.573218000000000,1.836666666592161,1.500000000000000,4.000000000000000,"70069",-36.836666107177734,-35.119998931884766,-34.389999389648438,-41.000000000000000,None,None,None,None,,,,"0"
Georges Bank,239.00000,No,"238",-67.538179999999997,42.210549999999998,Passive Margin,Mobile,Unknown,North America,"USA, Canada",On-Offshore,Mississippian,Tournaisian,358.90,0.00,13.295000000000000,3.572596293196309,2.490686500000000,3.119230771007446,2.125000000000000,8.000000000000000,"322110",-27.956153869628906,-28.984999656677250,-16.110000610351562,-38.450000762939453,None,Mobile,None,None,Carnian-Rhaetian,Triassic,Carnian-Rhaetian,"1"
Grand Banks,247.00000,No,"246",-50.059350000000002,46.220129999999997,Passive Margin,Mobile,None,North America,"Canada, St. Pierre and Miquelon",On-Offshore,Triassic,Carnian,237.00,0.00,12.747000000000000,2.342397357766102,1.676000000000000,2.399999995432470,1.600000023841858,7.750000000000000,"568855",-28.355217581209928,-28.750000000000000,-13.000000000000000,-39.500000000000000,None,Mobile,Mobile,None,Argo,"Tri., Jur.",Rhaetian-Sinemurian,"1"
Ionian,291.00000,No,"289",20.277439999999999,38.981720000000003,Foreland,Mobile,None,Europe,"Greece, Albania, Italy",On-Offshore,Triassic,Induan,252.17,0.00,6.392971000000000,4.544861675090250,4.480870500000000,3.666666666666667,4.750000000000000,6.000000000000000,"85384",-33.043333689371742,-33.170001029968262,-29.229999542236328,-36.290000915527344,None,Mobile,None,None,Induan-Ladinian,Triassic,Induan-Ladinian,"1"
Kansk,306.00000,No,"304",98.136160000000004,57.161250000000003,Foreland,Unknown,Unknown,Asia,Russia,Onshore,Proterozoic,Paleoproterozoic,2500.00,0.00,,,,5.336000003814698,5.500000000000000,7.000000000000000,"285808",-40.329599914550784,-39.709999084472656,-38.619998931884766,-43.729999542236328,Unknown,Unknown,Unknown,Unknown,,,,
Labrador,338.00000,No,"335",-59.582120000000003,60.289290000000001,Passive Margin,None,Extrusive,North America,"Canada, Greenland",On-Offshore,Cretaceous,Hauterivian,132.90,0.00,11.263999999999999,3.534814789044296,3.131819000000000,4.033521132018995,3.500000000000000,10.500000000000000,"901860",-23.588309892466366,-23.600000381469727,-10.000000000000000,-40.240001678466797,None,None,None,None,,,,"0"
Laptev,351.00000,No,"348",126.654060000000001,75.105999999999995,Passive Margin,Bedded,Extrusive,Asia,Russia,On-Offshore,Proterozoic,Neoproterozoic,1000.00,0.00,10.538549999999997,3.824346651664197,3.542745000000000,2.255868262371528,1.500000000000000,8.000000000000000,"2111388",-32.310359315244021,-31.000000000000000,-28.899999618530273,-41.000000000000000,None,None,None,None,Pragian-Emsian,Devonian,Pragian-Emsian,"1"
Lincoln,361.00000,No,"358",-63.800849999999997,83.287000000000006,Passive Margin,Unknown,Unknown,North America,"Canada, Greenland",On-Offshore,Cambrian,Cambrian Lower,542.00,0.00,10.943620000000003,4.884803211816476,4.448479500000001,2.450111111667421,2.000000000000000,7.000000000000000,"1257977",-28.406222216288249,-28.000000000000000,-23.000000000000000,-36.299999237060547,Unknown,Unknown,Unknown,Unknown,,,,
Mezen,401.00000,No,"398",51.825270000000003,62.772150000000003,Rift,None,Extrusive,Asia,Russia,Onshore,Proterozoic,Paleoproterozoic,2500.00,0.00,3.844131000000000,2.756557200416671,3.144635000000000,3.024999999187209,3.000000000000000,4.000000000000000,"526800",-36.945454597473145,-36.549999237060547,-33.360000610351562,-42.270000457763672,None,None,None,None,,,,"0"
North Baffin Bay,454.00000,No,"451",-75.044430000000006,77.130200000000002,Passive Margin,Unknown,Unknown,North America,"Greenland, Canada",On-Offshore,Proterozoic,Neoproterozoic,1000.00,0.00,11.006570000000000,3.849334075074505,3.656531000000000,3.823589736930071,5.000000000000000,6.199999809265138,"498506",-26.115384493118679,-28.190000534057617,-15.000000000000000,-37.000000000000000,Unknown,Unknown,Unknown,Unknown,,,,
Tuapse-Sorokin,696.00000,No,"692",37.303530000000002,44.711640000000003,Fold and Thrust Belt,Unknown,Unknown,Asia,"Russia, Ukraine",On-Offshore,Proterozoic,Neoproterozoic,1000.00,0.00,11.891290000000001,8.767480652631583,8.808275999999999,8.666666666666666,8.000000000000000,12.000000000000000,"60380",-35.284999847412109,-35.055000305175781,-32.930000305175781,-37.389999389648438,Unknown,Unknown,Unknown,Unknown,,,,
North Kara,463.00000,No,"460",102.398849999999996,80.217389999999995,Passive Margin,Unknown,Unknown,Asia,Russia,On-Offshore,Cretaceous,Cenomanian,100.50,0.00,13.405680000000000,4.275173363614011,3.701292000000000,4.615815604495294,4.750000000000000,8.500000000000000,"3478323",-29.301702103716263,-31.000000000000000,-14.859999656677246,-36.979999542236328,Unknown,Unknown,Unknown,Unknown,,,,
North Slope,470.00000,No,"467",-163.450749999999999,71.847359999999995,Foreland,None,None,North America,"USA, Russia, Canada",On-Offshore,Mississippian,Tournaisian,358.90,0.00,16.773460000000000,5.401076546613414,4.055307500000000,3.882872937463265,3.500000000000000,11.000000000000000,"2168125",-31.156629741521172,-31.000000000000000,-21.000000000000000,-44.419998168945312,None,None,None,None,,,,"0"
Orphan,492.00000,No,"489",-51.784840000000003,50.992379999999997,Passive Margin,None,None,North America,Canada,On-Offshore,Triassic,Carnian,237.00,0.00,13.347000000000000,3.186931037158704,2.507500000000000,3.053437488677446,3.125000000000000,7.500000000000000,"431086",-28.027812600135803,-30.425000190734863,-8.890000343322754,-38.700000762939453,None,None,None,None,,,,"0"
Rioni,558.00000,No,"555",41.462130000000002,42.349950000000000,Fold and Thrust Belt,Bedded,Extrusive,Asia,"Georgia, Turkey, Russia",On-Offshore,Devonian,Eifelian,393.30,0.00,7.479355000000000,6.040182267515924,6.294533000000000,3.503333333258828,3.000000000000000,7.500000000000000,"34956",-41.123334248860679,-41.500000000000000,-39.240001678466797,-42.630001068115234,None,None,Bedded,None,Kimmeridgian-Tithonian,Jurassic,Kimmeridgian-Tithonian,"1"
Sakhalin-Okhotsk,574.00000,No,"570",146.064580000000007,54.443989999999999,Backarc - Marginal Sea,None,Extrusive,Asia,Russia,On-Offshore,Cretaceous,Aptian,125.00,0.00,5.028533000000000,1.937687561288949,1.760651000000000,2.141176473305506,2.000000000000000,6.500000000000000,"1055655",-27.497294100593120,-28.000000000000000,-21.000000000000000,-34.000000000000000,None,None,None,None,,,,"0"
Scotian,599.00000,No,"595",-60.097810000000003,44.324620000000003,Passive Margin,Mobile,None,North America,"Canada, St. Pierre and Miquelon",On-Offshore,Triassic,Carnian,237.00,0.00,11.063000000000001,5.753299121714518,6.614500000000000,5.457407423191602,7.000000000000000,9.750000000000000,"340675",-28.584814848723234,-28.809999465942383,-18.479999542236328,-36.319999694824219,None,Mobile,Mobile,None,Argo,"Tri., Jur.",Rhaetian-Sinemurian,"1"
East Barents,192.00000,No,"191",50.000000000000000,77.000000000000000,Intracratonic,Mobile,Extrusive,Asia,"Russia, Norway, Svalbard",On-Offshore,Proterozoic,Neoproterozoic,1000.00,0.00,17.004549999999998,11.935563385629772,12.985529999999997,6.791228076867890,6.800000190734864,12.000000000000000,"2155945",-34.953742456715013,-34.700000762939453,-31.000000000000000,-43.599998474121094,Mobile,None,None,None,"Falk; Orn","Penn., Perm.","Bashkirian-Gzhelian; Gzhelian-Sakmarian","2"
Southeast-Gulf of Lion,642.00000,No,"638",4.904420000000000,43.272649999999999,Passive Margin,Mobile,Extrusive,Europe,"France, Spain, Italy, Monaco",On-Offshore,Devonian,Frasnian,382.70,0.00,4.827607000000000,1.958075055792683,1.889872500000000,2.700000001324548,2.500000000000000,7.000000000000000,"113326",-26.723333358764648,-27.420000076293945,-19.739999771118164,-31.020000457763672,Bedded,Bedded,None,None,"Wuchiapingian-Changhsingian; Carnian-Rhaetian; Messinian","Perm., Tri., Mio.","Wuchiapingian-Changhsingian; Carnian-Rhaetian; Messinian","3"
Southern East Siberia,644.00000,No,"640",108.961209999999994,59.171010000000003,Foreland,Mobile,Extrusive,Asia,Russia,Onshore,Proterozoic,Paleoproterozoic,2500.00,0.00,,,,2.027962961165165,2.200000047683716,4.300000190734864,"1367880",-40.904814861438894,-40.625000000000000,-36.470001220703125,-48.529998779296875,None,None,None,None,Neoproterozoic-Albertian,"Protero., Cam.",Neoproterozoic-Albertian,"1"
Sverdrup,654.00000,No,"650",-101.275340000000000,79.218860000000006,Passive Margin,Mobile,Extrusive,North America,Canada,On-Offshore,Mississippian,Serpukhovian,330.90,0.00,14.010450000000001,4.870486937388678,5.093098000000000,5.387155198002364,5.099999904632568,12.000000000000000,"2928942",-34.139999981584218,-34.755001068115234,-22.000000000000000,-41.000000000000000,None,None,None,None,Otto Fiord,"Miss., Penn.",Serpukhovian-Bashkirian,"1"
Terpeniya Bay,677.00000,No,"673",143.859949999999998,48.212670000000003,Strike-Slip,None,Extrusive,Asia,Russia,On-Offshore,Cretaceous,Cenomanian,100.50,0.00,4.973000000000000,2.347274919453377,2.179000000000000,1.460000002384186,1.500000000000000,2.000000000000000,"58818",-33.138000106811525,-33.130001068115234,-30.149999618530273,-38.669998168945312,None,None,None,None,,,,"0"
Tyrrhenian Sea,707.00000,No,"703",12.291750000000000,41.839799999999997,Backarc - Marginal Sea,Bedded,Extrusive,Europe,"Italy, Vatican City",On-Offshore,Triassic,Norian,227.00,0.00,5.978903000000000,3.078572850550961,3.121241000000000,1.912500025704503,1.600000023841858,5.300000190734864,"95119",-25.671249866485596,-24.489999771118164,-22.149999618530273,-32.490001678466797,None,Bedded,None,None,Burano,Triassic,Carnian-Norian,"1"
West Baffin Bay,734.00000,No,"730",-73.065359999999998,72.988050000000001,Passive Margin,None,Extrusive,North America,"Canada, Greenland",On-Offshore,Proterozoic,Neoproterozoic,1000.00,0.00,11.007780000000000,3.483409741591087,2.504055000000000,2.959607857699488,2.950000047683716,6.300000190734864,"651632",-22.454509772506416,-21.629999160766602,-12.000000000000000,-36.500000000000000,None,None,None,None,,,,"0"
West Kamchatka,739.00000,No,"735",156.136869999999988,56.537080000000003,Backarc - Marginal Sea,Unknown,Extrusive,Asia,Russia,On-Offshore,Cretaceous,Aptian,125.00,0.00,6.781599000000000,2.391329664627452,2.177111000000000,2.169999997897281,2.000000000000000,6.699999809265138,"1091093",-31.230000008477106,-31.000000000000000,-24.000000000000000,-39.849998474121094,Unknown,Unknown,Unknown,Unknown,,,,
West Pontides,743.00000,No,"739",30.408860000000001,41.612990000000003,Fold and Thrust Belt,None,Extrusive,Middle East,"Turkey, Bulgaria",On-Offshore,Ordovician,Tremadocian,485.40,0.00,10.182100000000000,6.400026865168538,6.513363500000002,5.833333333333334,6.000000000000000,10.000000000000000,"66611",-30.643333435058594,-30.750000000000000,-27.819999694824219,-33.709999084472656,None,None,None,None,,,,"0"
Western Approaches,747.00000,No,"743",-5.171160000000000,49.133130000000001,Passive Margin,Mobile,Intrusive,Europe,"France, UK",On-Offshore,Devonian,Famennian,372.20,0.00,7.169000000000000,2.667449314772865,2.392000000000000,2.783333318101035,2.549999952316284,4.750000000000000,"156525",-30.376667022705082,-30.860000610351562,-27.649999618530273,-33.650001525878906,None,Mobile,None,None,Carnian-Rhaetian,Triassic,Carnian-Rhaetian,"1"
Akita-Tsugaru,10.00000,No,"10",139.702470000000005,40.366470000000000,Backarc - Marginal Sea,None,Extrusive,Asia,Japan,On-Offshore,Miocene,Aquitanian,23.03,0.00,1.744000000000000,0.972590921204188,0.988000050000000,0.699999988079071,0.699999988079071,0.899999976158142,"39269",-24.373333613077801,-26.000000000000000,-19.790000915527344,-27.329999923706055,None,None,None,None,,,,"0"
Alberta,13.00000,No,"13",-115.861670000000004,55.400269999999999,Foreland,Bedded,None,North America,"Canada, USA",Onshore,Proterozoic,Neoproterozoic,1000.00,0.00,,,,2.102384617881706,2.000000000000000,5.500000000000000,"1602675",-40.797307704045224,-40.520000457763672,-35.439998626708984,-49.060001373291016,None,None,None,None,Lochkovian-Eifelian,Devonian,Lochkovian-Eifelian,"1"
Aleutian,16.00000,No,"16",-171.209159999999997,53.335030000000003,Backarc - Marginal Sea,None,Extrusive,North America,USA,On-Offshore,Triassic,Induan,252.17,0.00,7.562000000000000,2.158461787001426,2.070500000000000,2.572727268392390,2.299999952316284,4.000000000000000,"121709",-21.727272727272727,-22.000000000000000,-13.000000000000000,-26.000000000000000,None,None,None,None,,,,"0"
Altai,18.00000,No,"18",92.431700000000006,45.571260000000002,Strike-Slip,Unknown,Unknown,Asia,Mongolia,Onshore,Jurassic,Hettangian,201.30,0.00,,,,0.070000000918905,0.100000001490116,0.100000001490116,"25009",-45.916666666666664,-46.099998474121094,-45.159999847412109,-46.490001678466797,Unknown,Unknown,Unknown,Unknown,,,,
Amak-Saint George,22.00000,No,"22",-168.136189000000002,56.194685000000000,Backarc - Marginal Sea,Unknown,Extrusive,North America,USA,On-Offshore,Jurassic,Hettangian,201.30,0.00,8.109999999999999,2.369452999096045,2.097000000000000,2.205555544959174,2.000000000000000,5.500000000000000,"236870",-28.520555602179638,-29.000000000000000,-22.000000000000000,-33.930000305175781,Unknown,Unknown,Unknown,Unknown,,,,
Amnak,24.00000,No,"24",-169.318680000000001,52.445850000000000,Forearc,None,Extrusive,North America,USA,On-Offshore,Triassic,Carnian,237.00,0.00,6.022188000000000,0.961629808506946,0.896500000000000,5.500000000000000,5.500000000000000,6.000000000000000,"49756",-20.442500114440914,-20.500000000000000,-15.770000457763672,-25.000000000000000,None,None,None,None,,,,"0"
Amu-Darya,25.00000,No,"25",61.170769999999997,38.958849999999998,Foreland,Mobile,Extrusive,Asia,"Turkmenistan, Uzbekistan, Afghanistan, Iran, Kazakhstan",Onshore,Cambrian,Cambrian Lower,542.00,0.00,,,,3.850980391689375,4.000000000000000,7.000000000000000,"617825",-41.913529639150582,-41.869998931884766,-37.200000762939453,-46.990001678466797,None,None,Mobile,None,"Kugitang; Gaurdak; Bukhara","Jur., Paleo.","Callovian-Oxfordian; Kimmeridgian-Tithonian; Danian-Thanetian","3"
Anadyr,30.00000,Yes,"29",-176.761519999999990,64.134619999999998,Passive Margin,None,Extrusive,Asia,Russia,On-Offshore,Cretaceous,Cenomanian,100.50,0.00,5.871000000000000,1.822447251574805,1.012000000000000,1.250000000827842,1.199999988079071,3.000000000000000,"215999",-30.989999983045792,-31.914999961853027,-29.000000000000000,-32.000000000000000,None,None,None,None,,,,"0"
Anderson-Peel Plain,33.00000,No,"32",-130.115150000000000,67.330500000000001,Foreland,Bedded,Extrusive,North America,Canada,Onshore,Proterozoic,Paleoproterozoic,2500.00,0.00,1.619524000000000,1.617414000000000,1.617414000000000,2.315625002607703,2.000000000000000,4.800000190734864,"402503",-36.104375123977661,-34.364999771118164,-33.700000762939453,-45.639999389648438,None,None,None,None,Saline River,Cambrian,Furongian,"1"
